video_directory,start_time,end_time,caption
GOCGCIFB.mp4,2.9,8.5,The golden poison frog is sensing its surrounding.
GOCGCIFB.mp4,8.6,18.4,The golden poison frog is keeping still.
GODUUIFB.mp4,11.6,16.4,The red-eyed tree frog is walking.
GODUUIFB.mp4,16.5,18.2,The red-eyed tree frog is keeping still.
GODUUIFB.mp4,18.4,22.0,The red-eyed tree frog is moving.
GOKKFXAG.mp4,8.3,19.9,The pygmy seahorse is keeping still.
GOPUPPIK.mp4,11.2,16.1,The lionfish is swimming.
GOPUPPIK.mp4,18.1,20.3,The octopus is moving.
GOPUPPIK.mp4,20.6,23.6,The hermit crab is moving.
GOPUPPIK.mp4,24.0,24.8,The turtle is swimming.
GOPUPPIK.mp4,25.0,25.8,The crocodile is keeping still.
GOPUPPIK.mp4,26.9,28.1,The marine iguana is keeping still.
GOPUPPIK.mp4,28.4,32.2,The polar bear is sensing its environment.
GOPUPPIK.mp4,32.4,36.9,The sea bird is flying.
GOPUPPIK.mp4,37.1,38.0,The penguin is swimming.
GOPUPPIK.mp4,38.3,39.1,The pelican is keeping still.
GOPUPPIK.mp4,39.4,40.2,The tern is sensing its environment.
GOPUPPIK.mp4,40.4,41.7,The albatross is chirping.
GOPUPPIK.mp4,40.4,41.7,The albatross is sensing its environment.
GOPUPPIK.mp4,40.4,41.7,The albatross is walking.
GOPUPPIK.mp4,41.9,42.8,The puffin is sensing its environment.
GOPUPPIK.mp4,43.1,44.0,The gull is keeping still.
GOPUPPIK.mp4,6.6,20.3,The fish is swimming.
GORGNLHH.mp4,3.5,5.9,The water lily frog is keeping still.
GORGNLHH.mp4,6.0,7.5,The water lily frog is attending.
GORGNLHH.mp4,9.3,11.6,The water lily frog is performing copulatory mounting.
GOXLZPIF.mp4,4.1,6.2,The grizzly bear is eating.
GOXLZPIF.mp4,4.1,6.2,The salmon is jumping.
GOXLZPIF.mp4,8.6,11.1,The grizzly bear is biting on a salmon.
GOXLZPIF.mp4,8.6,11.1,The salmon is being eaten by the brown coloured bear.
GOZJJQRD.mp4,0.4,12.2,The jerusalam cricket is moving.
GOZJJQRD.mp4,12.3,13.8,"The backfacing brown jerusalam cricket is shaking its abdomen against the sandy ground, while its feelers sense its environment."
GPAIKGJU.mp4,16.3,25.4,A wasp fights against a bee while the bee is struggling to escape the wasp's grasp.
GPAIKGJU.mp4,16.3,34.4,The bee is struggling.
GPAIKGJU.mp4,25.5,34.4,The wasp is attacking the bee.
GPAIKGJU.mp4,34.4,35.4,The bee is falling.
GPAIKGJU.mp4,34.4,35.4,The wasp is falling.
GPAIKGJU.mp4,5.7,12.7,The wasp and bee are fighting one another.
GPAIKGJU.mp4,5.7,15.6,The wasp fights with the bee while being among the yellow flowers.
GPAIKGJU.mp4,5.7,25.4,The wasps fight one another on the yellow flower.
GPBNLLHH.mp4,4.5,12.8,The frog is keeping still.
GPCHWQTX.mp4,23.6,28.7,The turdus merula blackbird is keeping still.
GPCHWQTX.mp4,28.7,29.7,The turdus merula blackbird is attending.
GPCHWQTX.mp4,31.6,32.7,The turdus merula blackbird is eating.
GPCHWQTX.mp4,32.8,45.6,The turdus merula blackbird is sensing its environment.
GPCHWQTX.mp4,45.8,46.9,The turdus merula blackbird is flying.
GPCHWQTX.mp4,47.7,50.0,The turdus merula blackbird is flapping its tail.
GPDKWNPL.mp4,1.5,5.6,The squirrel is attacking the other squirrel.
GPDKWNPL.mp4,1.5,6.8,The squirrel is climbing.
GPDKWNPL.mp4,10.2,10.7,The squirrel is keeping still.
GPDKWNPL.mp4,10.2,10.7,The squirrel is running.
GPDKWNPL.mp4,5.7,6.8,The squirrel is jumping.
GPDKWNPL.mp4,8.2,10.0,The squirrel is digging.
GPDKWNPL.mp4,8.2,10.7,The squirrel chases after another squirrel.
GPDKWNPL.mp4,8.2,10.7,The squirrel is fleeing away from the pursueing squirrel.
GPEMXUDI.mp4,3.4,7.6,The robin bird is keeping still.
GPEMXUDI.mp4,5.0,5.5,The robin bird is attending.
GPEMXUDI.mp4,5.5,5.9,The robin bird with brown neck is shaking its body and head.
GPEMXUDI.mp4,5.9,6.4,The robin bird is shaking its head.
GPEMXUDI.mp4,7.6,11.9,The robin bird is chirping.
GPOOEKGZ.mp4,2.0,28.2,The brittle star is keeping still.
GPOOEKGZ.mp4,2.0,28.2,The starfish is keeping still.
GPOOEKGZ.mp4,68.2,72.7,The fish is swimming.
GPOQXYMI.mp4,0.2,3.5,The aphid is keeping still.
GPOQXYMI.mp4,0.2,3.5,The young of the hoverfly is sensing its environment.
GPOQXYMI.mp4,24.9,43.3,The aphid is struggling.
GPOQXYMI.mp4,3.5,24.3,The aphid is being eaten by the translucent hoverfly larva on the green and purple stalk.
GPOQXYMI.mp4,3.5,43.3,The young of the hoverfly is eating.
GPQACBQT.mp4,28.9,33.3,The raffles banded langur is digging.
GPQACBQT.mp4,3.9,10.8,The fruit bats are hanging upside down from the ceiling.
GPQACBQT.mp4,3.9,6.0,The fruit bat is flying.
GPQACBQT.mp4,35.4,47.5,The spotted wood owl is chirping.
GPQACBQT.mp4,49.4,51.8,The plantain squirrel is keeping still.
GPQACBQT.mp4,51.9,54.4,The black raffles banded langur leans on the tree branch.
GPQACBQT.mp4,54.6,56.6,The raffles banded langur holds on and hangs from the branch.
GPQACBQT.mp4,57.4,59.8,The raffles banded langur is sleeping.
GPQACBQT.mp4,6.1,10.8,The young fruit bat is hugging the adult fruit bat while hanging on the ceiling.
GPQACBQT.mp4,64.9,71.5,The raffles banded langur is grooming itself.
GPQACBQT.mp4,71.8,77.6,The raffles banded langur is keeping still.
GPQACBQT.mp4,74.3,77.6,The raffles banded langur is lying down.
GPSASVEI.mp4,1.5,6.6,The anthus pratensis bird is sensing its environment.
GPSASVEI.mp4,6.6,9.4,The anthus pratensis bird is walking.
GPSASVEI.mp4,9.4,15.4,The anthus pratensis bird is eating.
GQDQHHPH.mp4,10.2,11.3,The hummingbird is eating.
GQDQHHPH.mp4,11.4,12.5,The danaus plexippus monarch butterfly is eating.
GQDQHHPH.mp4,12.6,14.8,The bee makes a landing.
GQDQHHPH.mp4,6.1,7.6,The bumblebee is eating.
GQDQHHPH.mp4,7.6,10.1,The bumblebee is flying.
GQDQHHPH.mp4,8.2,12.5,The bee is flying.
GQFGQDHC.mp4,30.8,34.6,The convergent ladybug is keeping still.
GQFGQDHC.mp4,8.5,40.9,The convergent ladybug is moving.
GQGFCXGD.mp4,25.7,28.6,The echina is digging.
GQGFCXGD.mp4,34.5,37.9,The ant is moving.
GQGFCXGD.mp4,38.3,45.4,The wombat is exploring.
GQGFCXGD.mp4,66.0,74.3,The skink is keeping still.
GQGFCXGD.mp4,74.3,75.4,The skink is attending.
GQGFCXGD.mp4,75.4,75.8,The skink is running.
GQJJWSQK.mp4,14.9,25.5,The scutigera coleoptera house centipede is moving.
GQJJWSQK.mp4,6.8,14.7,The scutigera coleoptera house centipede is keeping still.
GQKADCCR.mp4,0.2,3.4,The common snipe is keeping still.
GQKADCCR.mp4,10.3,16.5,The common snipe is chirping.
GQKADCCR.mp4,16.6,31.3,The common snipe is sensing its environment.
GQNPEMME.mp4,14.9,32.0,The common crane is flapping its wings.
GQNPEMME.mp4,5.5,10.0,The common crane is sensing its environment.
GQNPEMME.mp4,5.5,14.6,The mallard duck is sensing its environment.
GQNPEMME.mp4,5.5,8.8,The bird is walking.
GQNPEMME.mp4,50.1,55.4,The bird is swimming.
GQNPEMME.mp4,50.1,68.2,The mallard duck is swimming.
GRHCRDFC.mp4,0.0,11.6,The glossina morsitans morsitans larva is digging.
GRHCRDFC.mp4,25.0,29.7,The glossina morsitans morsitans is grooming itself.
GRHCRDFC.mp4,42.8,67.6,The glossina morsitans morsitans is eating.
GRHCRDFC.mp4,71.9,78.7,The cow is walking.
GRKQGZJZ.mp4,3.0,15.7,The raven is sensing its environment.
GRKQGZJZ.mp4,6.5,9.0,The raven is chirping.
GRSHNJYD.mp4,16.8,25.4,The acyrthosiphon pisum aphid is keeping still.
GRSHNJYD.mp4,19.8,25.4,The acyrthosiphon pisum aphid is moving.
GRSHNJYD.mp4,25.5,30.5,The acyrthosiphon pisum aphid is giving birth.
GRSHNJYD.mp4,25.5,30.5,The acyrthosiphon pisum aphid is sensing its environment.
GRVJDEUL.mp4,1.2,6.1,The mozambique spitting cobra is keeping still.
GRVJDEUL.mp4,6.1,7.3,The mozambique spitting cobra is spitting venom.
GRVJDEUL.mp4,7.4,17.6,The mozambique spitting cobra is sensing its environment.
GSDSVDSN.mp4,10.6,11.2,The marine iguana is running.
GSDSVDSN.mp4,3.2,4.9,The marine iguana is walking.
GSDSVDSN.mp4,5.1,6.0,The hawk is gliding.
GSDSVDSN.mp4,6.2,9.6,The hawk is flying.
GSFZNEWB.mp4,1.3,37.7,The philomachus pugnax ruff bird is preening itself.
GSFZNEWB.mp4,1.3,5.4,The philomachus pugnax ruff bird is keeping still.
GSFZNEWB.mp4,15.9,16.9,The philomachus pugnax ruff bird is chirping.
GSFZNEWB.mp4,33.8,40.6,The philomachus pugnax ruff bird is walking.
GSFZNEWB.mp4,33.8,44.1,The philomachus pugnax ruff bird is sensing its surrounding.
GSFZNEWB.mp4,37.9,40.6,The philomachus pugnax ruff bird is jumping.
GSFZNEWB.mp4,41.5,44.1,The philomachus pugnax ruff bird is attending.
GSLGLQYT.mp4,0.0,23.0,The hedgehog is exploring.
GSUEZSOM.mp4,0.0,20.7,The mallard duck is running on water.
GSUEZSOM.mp4,20.7,25.1,The mallard duck is flying.
GSUEZSOM.mp4,25.6,39.5,The goose is flying.
GSUEZSOM.mp4,3.7,20.7,"The mallard duck is running on water, and flapping its wing while doing so."
GSUEZSOM.mp4,40.0,54.5,The common goldeneye is running on water.
GSUEZSOM.mp4,42.2,47.0,The common goldeneye is flapping its wings.
GSUEZSOM.mp4,54.5,71.3,The common goldeneye is flying.
GTAPTXIF.mp4,0.2,31.7,The sea turtle is sensing its environment.
GTAPTXIF.mp4,31.9,49.1,The sea turtle is drifting in the water.
GTAPTXIF.mp4,49.3,76.9,The sea turtle is swimming.
GTCOPCND.mp4,19.5,23.5,The snake is moving.
GTCOPCND.mp4,23.5,26.2,The snake is keeping still.
GTCOPCND.mp4,31.3,43.2,The snake is sensing its environment.
GTDVCVKA.mp4,1.4,6.7,The common quail bird is chirping.
GTDVCVKA.mp4,13.4,15.3,The common quail bird is digging.
GTDVCVKA.mp4,15.5,21.6,The common quail bird is pecking.
GTDVCVKA.mp4,16.7,18.4,The common quail bird is moving.
GTDVCVKA.mp4,6.7,11.5,The common quail bird is sensing its environment.
GTDVCVKA.mp4,8.5,13.4,The common quail bird is eating.
GTFBRDSN.mp4,5.0,7.2,The buffalo is walking.
GTFBRDSN.mp4,5.0,7.2,The wolf is running.
GTFBRDSN.mp4,5.0,9.7,The buffalo is running.
GTFBRDSN.mp4,8.1,9.7,The wolves are chasing the buffalos on the snow.
GTGPUUIV.mp4,1.3,8.2,The common goldeneye bird that is submerged in water is being gently held and carried in the mouth of another common goldeneye.
GTGPUUIV.mp4,1.3,9.1,The common goldeneye gently bites on the head of its young.
GTGPUUIV.mp4,23.9,40.9,The common goldeneye is swimming.
GTGPUUIV.mp4,27.9,29.1,The common goldeneye is drifting on the water.
GTGPUUIV.mp4,29.2,30.7,The common goldeneye dips its face into the water.
GTGPUUIV.mp4,41.2,46.1,The common goldeneye is preening itself.
GTGPUUIV.mp4,8.3,9.1,The common goldeneye is flapping its wings.
GTGPUUIV.mp4,9.2,23.7,"The common goldeneye bird gently bites the head of another common goldeneye bird, carries and drags it around on the spot."
GTTVJSQK.mp4,0.1,0.6,The fly is sensing its environment.
GTTVJSQK.mp4,0.1,0.6,The scutigera coleoptera house centipede is keeping still.
GTTVJSQK.mp4,2.0,4.8,The fly is moving.
GTTVJSQK.mp4,2.0,4.8,The scutigera coleoptera house centipede is sensing its environment.
GTTVJSQK.mp4,39.7,44.3,The scutigera coleoptera house centipede is moving.
GTTVJSQK.mp4,5.0,18.2,The scutigera coleoptera house centipede is eating.
GTTVJSQK.mp4,5.0,18.2,The yellow shiny fly is being eaten by the house centipede.
GTYXCVEI.mp4,0.6,4.1,"The anas crecca bird with a green spot on its wings is lightly flapping its wings, while standing in the water."
GTYXCVEI.mp4,12.1,16.3,The duck is keeping still.
GTYXCVEI.mp4,12.1,21.1,The anas crecca bird is preening itself.
GTYXCVEI.mp4,13.4,21.1,The duck is preening itself.
GTYXCVEI.mp4,15.1,16.3,The anas crecca bird is eating.
GTYXCVEI.mp4,4.2,7.5,The anas crecca bird is sensing its environment.
GTYXCVEI.mp4,7.0,8.7,"The anas crecca bird is flapping its wings lightly, while standing in the water."
GTYXCVEI.mp4,7.5,11.9,The anas crecca bird is attending.
GTYYQADX.mp4,1.7,3.0,The white-backed woodpecker is climbing.
GTYYQADX.mp4,14.8,19.2,The white-backed woodpecker is pecking.
GTYYQADX.mp4,3.0,14.8,The white-backed woodpecker is sensing its environment.
GTYYQADX.mp4,5.6,6.3,The white-backed woodpecker is flying.
GTYYQADX.mp4,5.6,6.3,The white-backed woodpecker makes a landing.
GTYYQADX.mp4,9.3,11.0,The white-backed woodpecker is eating.
GUAHTUUK.mp4,13.9,15.6,The green woodpecker is moving.
GUAHTUUK.mp4,16.2,21.7,The green woodpecker is walking.
GUAHTUUK.mp4,21.9,30.0,The green woodpecker is sharing its food.
GUAHTUUK.mp4,3.3,12.7,The green woodpecker is sensing its environment.
GUAHTUUK.mp4,3.3,21.7,The green woodpecker is chirping.
GUAHTUUK.mp4,6.1,6.6,The green woodpecker is attending.
GUEPCXDO.mp4,0.2,7.9,The elephant is attacking the lion that is leaning on the tree branch.
GUEPCXDO.mp4,0.2,7.9,The elephant raises its trunk while walking.
GUEPCXDO.mp4,0.2,7.9,The lion is keeping still.
GUEPCXDO.mp4,13.7,17.4,The elephant is walking.
GUEPCXDO.mp4,13.7,20.4,The elephant is charging and chasing after a pride of lions.
GUEPCXDO.mp4,13.7,20.4,The pack of lions are fleeing from a rampaging elephant.
GUEPCXDO.mp4,24.5,26.7,The lion is walking.
GUEPCXDO.mp4,26.8,29.7,The lion is sitting.
GUEPCXDO.mp4,29.8,33.3,The lion is sensing its environment.
GUEPCXDO.mp4,33.7,37.6,The elephant is fleeing from a pack of lion.
GUEPCXDO.mp4,33.7,37.6,The lion attacks the running elephant.
GUEPCXDO.mp4,33.7,37.6,The lion is running.
GUEPCXDO.mp4,33.7,37.6,The pride of lions is chasing after the elephant at night.
GUEPCXDO.mp4,8.1,13.6,The elephant is manipulating and shaking the tree in the savannah.
GUGJMLHH.mp4,5.7,18.8,The frog is keeping still.
GUGKNNQN.mp4,1.3,23.2,The song thrush bird is chirping.
GUGKNNQN.mp4,24.1,34.9,The woodlark bird is chirping.
GUGKNNQN.mp4,26.5,27.5,The woodlark bird is attending.
GUGKNNQN.mp4,30.8,32.3,The woodlark bird is sensing its environment.
GUGKNNQN.mp4,9.4,10.3,The song thrush bird is keeping still.
GUIXJNJC.mp4,20.8,21.9,The seal is calling.
GUIXJNJC.mp4,23.8,25.7,The monkey is attending.
GUIXJNJC.mp4,23.8,25.7,The younger monkey with red face on the right allo-grooms another monkey while soaking in the water in the light snow.
GUIXJNJC.mp4,25.8,27.3,The bird is sensing its environment.
GUIXJNJC.mp4,27.4,29.0,The deer is jumping.
GUIXJNJC.mp4,29.1,30.3,Many fishes surface and jump out of the water.
GUIXJNJC.mp4,29.1,30.3,The dolphin surfaces from the water and go after the fishes.
GUIXJNJC.mp4,30.4,31.4,The hummingbird is flying.
GUIXJNJC.mp4,31.5,33.8,The whale is turning around.
GUIXJNJC.mp4,33.9,35.5,The mouse is running.
GUIXJNJC.mp4,35.7,36.4,The grebe bird is running on water.
GUIXJNJC.mp4,38.0,39.4,The octopus is swimming.
GUIXJNJC.mp4,39.5,41.7,The chimpanzee is attending.
GUIXJNJC.mp4,41.8,43.4,The seal is swimming.
GUIXJNJC.mp4,51.8,54.3,The cheetah is walking.
GUIXJNJC.mp4,51.8,54.3,The giraffe is keeping still.
GUIXJNJC.mp4,54.5,57.9,The frog is keeping still.
GUIXJNJC.mp4,62.2,67.1,The frog is jumping.
GUIXJNJC.mp4,63.1,63.8,The frog makes a landing.
GUIXJNJC.mp4,69.5,70.6,The tadpole is swimming.
GUJCVPDI.mp4,26.8,40.4,The turtle is swimming.
GUJCVPDI.mp4,3.1,26.6,The fish is swimming.
GUJKESEB.mp4,0.9,3.0,The common rosefinch bird is chirping.
GUJKESEB.mp4,3.0,6.1,The common rosefinch bird is sensing its environment.
GUPLOWWK.mp4,21.9,45.9,The feather star is swimming.
GVCNQHDU.mp4,79.4,79.9,The australian bowerbird is sensing its environment.
GVFYYZJZ.mp4,1.2,11.3,The raven is eating.
GVFYYZJZ.mp4,11.4,20.7,The raven is chirping.
GVFYYZJZ.mp4,20.7,21.9,The raven is jumping.
GVFYYZJZ.mp4,28.5,31.3,The raven is flying.
GVFYYZJZ.mp4,28.5,33.9,The raven is sensing its environment.
GVFYYZJZ.mp4,28.5,38.9,The raven carries a pale yellow object in its beak.
GVFYYZJZ.mp4,31.3,32.3,The raven makes a landing.
GVFYYZJZ.mp4,32.3,33.9,The raven is attending.
GVFYYZJZ.mp4,32.3,33.9,The raven is keeping still.
GVKARLHH.mp4,18.8,20.4,The frog is keeping still.
GVKARLHH.mp4,3.4,27.8,The frog is hugging another frog to mate.
GVKARLHH.mp4,3.4,27.8,The frog is moving.
GVKENTCN.mp4,36.7,37.4,The young of the horse (foal) is eating.
GVKENTCN.mp4,36.7,39.7,The young of the horse (foal) is tail swishing.
GVVDDUPH.mp4,12.7,16.7,The pike perch fish is keeping still.
GVVDDUPH.mp4,5.7,12.5,The fish flees from the bigger fish.
GVVDDUPH.mp4,7.0,9.1,The pike perch fish is attacking a smaller fish.
GVVDDUPH.mp4,9.3,12.5,The pike perch fish is swimming.
GWEAFPIF.mp4,13.7,21.0,The polar bear is walking.
GWEAFPIF.mp4,21.1,25.1,The polar bear tries to attack a group of walrus.
GWEAFPIF.mp4,5.7,13.6,The polar bear is sensing its environment.
GWEAFPIF.mp4,5.7,25.1,The walrus is sensing its environment.
GWHNYDQX.mp4,12.2,13.3,The remiz pendulinus bird is attending.
GWHNYDQX.mp4,4.5,8.9,The remiz pendulinus bird is sensing its environment.
GWHNYDQX.mp4,9.6,13.3,The remiz pendulinus bird is building its nest.
GWRMBNQN.mp4,12.4,17.9,The thrush nightingale bird is chirping.
GWRMBNQN.mp4,9.1,12.4,The thrush nightingale bird is sensing its environment.
GXNJENQN.mp4,2.0,16.5,The chaffinch bird is chirping.
GXNJENQN.mp4,8.5,10.1,The chaffinch bird is sensing its environment.
GXNRVDPR.mp4,23.3,24.3,The coyote is walking.
GXNRVDPR.mp4,24.3,26.0,The coyote is sensing its environment.
GXNRVDPR.mp4,26.1,29.0,The coati is exploring.
GXNRVDPR.mp4,29.1,35.3,The ocelot is walking.
GXNRVDPR.mp4,35.4,41.8,The cougar is walking.
GXNRVDPR.mp4,41.9,43.6,The anteater is grooming itself.
GXNRVDPR.mp4,43.6,46.4,The anteater is walking.
GXNRVDPR.mp4,46.5,49.2,The ocelot is sensing its environment.
GXNRVDPR.mp4,46.5,49.2,"The ocelots allo-groom each other while standing on the rock, as seen in the night vision screen."
GXOFGNPL.mp4,4.7,7.0,The grey langur is attending.
GXOFGNPL.mp4,4.7,7.0,"The grey langur picks up, manipulates and hugs the fake young langur, while others look on."
GXOFGNPL.mp4,7.1,12.5,The grey langur is walking.
GXOFGNPL.mp4,7.1,12.5,"The grey langur picks up, manipulates and hugs the fake young langur, while others look on."
GXOFGNPL.mp4,9.1,12.5,The grey langur is sensing its environment.
GXVDGVTI.mp4,0.0,1.0,The smew is attending.
GXVDGVTI.mp4,1.0,8.8,The smew is sensing its environment.
GXVDGVTI.mp4,10.8,12.7,The smew is diving.
GXVDGVTI.mp4,15.7,18.0,The smew is biting a fish.
GXVDGVTI.mp4,18.0,26.3,The smew is eating.
GXVDGVTI.mp4,26.5,27.4,The smew dips its face into the water.
GXVDGVTI.mp4,27.4,38.5,The smew is flapping its wings.
GXVDGVTI.mp4,38.6,44.1,The smew is swimming.
GXVDGVTI.mp4,8.8,10.8,The smew is drinking.
GYAAJFGA.mp4,0.1,16.0,A lone elephant walks along the dried up land by itself.
GYAAJFGA.mp4,0.1,16.0,The elephant is walking.
GYAAJFGA.mp4,21.0,26.4,The zebra is walking.
GYEGSXGD.mp4,10.7,20.4,The horse is eating.
GYEGSXGD.mp4,20.5,23.4,The horse is lying down.
GYEGSXGD.mp4,27.3,31.2,The horse is sensing its environment.
GYEGSXGD.mp4,27.3,31.2,The horse is walking.
GYEGSXGD.mp4,31.3,40.0,The horse is digging.
GYEGSXGD.mp4,35.7,40.0,The white coloured horse washes its forelegs in the water.
GYEGSXGD.mp4,7.6,15.3,The horse is sitting.
GYICOVEI.mp4,1.5,7.3,The tringa nebularia bird is keeping still.
GYICOVEI.mp4,1.5,8.1,The tringa nebularia bird is running.
GYICOVEI.mp4,5.9,7.3,The tringa nebularia bird is eating.
GYICOVEI.mp4,7.3,8.1,The tringa nebularia bird is attending.
GYICOVEI.mp4,8.3,10.5,The tringa nebularia bird is walking.
GYWDAHXM.mp4,23.1,35.8,The dendroaspis polylepis black mamba is keeping still.
GYWDAHXM.mp4,36.0,47.8,The dendroaspis polylepis black mamba is sensing its environment.
GYWDAHXM.mp4,9.5,23.0,The dendroaspis polylepis black mamba is moving.
GZJUBIFB.mp4,13.0,17.0,The red-eyed tree frog is keeping still.
GZJUBIFB.mp4,17.2,21.7,The red-eyed tree frog is attending.
GZJUBIFB.mp4,21.9,28.6,The red-eyed tree frog is climbing.
GZJUBIFB.mp4,7.8,12.9,The red-eyed tree frog is walking.
GZLWOMHZ.mp4,2.1,9.3,The fish is struggling.
GZLWOMHZ.mp4,2.1,9.3,The natrix tessellata snake is biting the fish.
GZLWOMHZ.mp4,20.3,23.3,The natrix tessellata snake is moving.
GZLWOMHZ.mp4,23.3,26.8,The natrix tessellata snake is keeping still.
GZLWOMHZ.mp4,9.4,20.2,The fish is being eaten by the natrix tessellata dice snake.
GZLWOMHZ.mp4,9.4,20.2,The natrix tessellata snake is eating.
GZZUHNPL.mp4,13.2,13.4,The red-backed shrike bird is flying.
GZZUHNPL.mp4,16.9,17.1,The red-backed shrike bird makes a landing.
GZZUHNPL.mp4,17.7,20.5,The red-backed shrike bird is sharing its food.
GZZUHNPL.mp4,17.7,20.5,The young of red-backed shrike bird (birdling) is eating.
GZZUHNPL.mp4,20.6,23.3,The red-backed shrike bird is sensing its surrounding.
GZZUHNPL.mp4,20.6,23.3,The young of red-backed shrike bird (birdling) is chirping.
GZZUHNPL.mp4,23.6,25.8,The red-backed shrike bird is biting a piece of food.
GZZUHNPL.mp4,3.2,13.1,The red-backed shrike bird is flapping its tail.
GZZXJLQI.mp4,2.3,23.8,The barking deer is sensing its environment.
GZZXJLQI.mp4,23.9,30.6,The barking deer is grooming itself.
GZZXJLQI.mp4,31.7,33.9,The rhesus macaque is eating.
GZZXJLQI.mp4,31.7,33.9,The rhesus macaque is walking.
GZZXJLQI.mp4,34.0,38.4,The rhesus macaque is climbing.
GZZXJLQI.mp4,34.0,38.4,The rhesus macaque is keeping still.
HAEHYPJK.mp4,3.8,29.8,The fish is swimming.
HAFIVHDU.mp4,3.1,4.8,The australian bowerbird carries the red flower using its beak and places it at neighbouring spot. 
HAFIVHDU.mp4,4.8,10.0,The australian bowerbird is sensing its environment.
HAFIVHDU.mp4,5.8,6.6,The australian bowerbird is jumping.
HAKXCLDC.mp4,0.1,22.5,The ant is moving.
HAKXCLDC.mp4,0.1,7.2,The lampropeltis pyromelana snake is keeping still.
HAKXCLDC.mp4,23.6,34.7,The micruroides euryxanthus snake is keeping still.
HAKXCLDC.mp4,34.7,45.8,The micruroides euryxanthus snake is moving.
HAKXCLDC.mp4,45.9,48.7,The lampropeltis zonata snake is keeping still.
HAKXCLDC.mp4,48.7,56.4,The lampropeltis zonata snake is moving.
HAKXCLDC.mp4,58.0,61.4,The lampropeltis zonata snake is exploring.
HAKXCLDC.mp4,7.7,22.5,The lampropeltis pyromelana snake is moving.
HAMFHXSF.mp4,10.4,14.3,The great grey shrike is sensing its environment.
HAMFHXSF.mp4,5.4,10.4,The great grey shrike is jumping.
HAMFHXSF.mp4,5.4,14.3,The young of the great grey shrike (birdling) is chirping.
HAMFHXSF.mp4,5.4,14.3,The young of the great grey shrike (birdling) is sensing its environment.
HAOHQFGA.mp4,45.3,75.0,The caribou is walking.
HAOHQFGA.mp4,75.2,79.9,The caribou is running.
HAXYLNPL.mp4,0.4,4.0,The red-backed shrike bird is sharing its food.
HAXYLNPL.mp4,0.4,4.0,The young of red-backed shrike bird (birdling) is eating.
HAXYLNPL.mp4,11.3,11.7,The young of red-backed shrike bird (birdling) is hopping.
HAXYLNPL.mp4,11.7,11.9,The young of red-backed shrike bird (birdling) is flying.
HAXYLNPL.mp4,14.6,19.9,The red-backed shrike bird is sensing its environment.
HAXYLNPL.mp4,14.6,19.9,The young of red-backed shrike bird (birdling) is flapping its tail.
HAXYLNPL.mp4,17.1,18.6,The red-backed shrike bird is flapping its tail.
HAXYLNPL.mp4,4.1,11.3,The young of red-backed shrike bird (birdling) is sensing its environment.
HAXYLNPL.mp4,4.1,18.6,The young of red-backed shrike bird (birdling) is chirping.
HBDLGIQR.mp4,10.2,18.7,The black mamba is dying.
HBDLGIQR.mp4,12.6,13.9,The black mamba is struggling.
HBDLGIQR.mp4,12.6,13.9,The mongoose is biting the paralysed snake.
HBDLGIQR.mp4,3.2,4.4,The mongoose is walking.
HBDLGIQR.mp4,4.4,10.7,The mongoose is attacking a snake.
HBDLGIQR.mp4,6.9,14.7,The mongoose retreats.
HBDLGIQR.mp4,7.6,18.7,The mongoose is sensing its environment.
HBDLGIQR.mp4,9.1,9.7,The black mamba retaliates.
HBDLGIQR.mp4,9.7,10.2,The black mamba is hissing.
HBGBJEDF.mp4,0.1,1.7,The fish is swimming.
HBGBJEDF.mp4,0.1,1.7,The gavialis gangeticus crocodile is attending.
HBGBJEDF.mp4,0.1,1.7,The tortoise is swimming.
HBGBJEDF.mp4,0.1,8.6,The gavialis gangeticus crocodile is keeping still.
HBGBJEDF.mp4,11.6,13.1,A gavialis gangeticus crocodile carries a fish in its mouth.
HBGBJEDF.mp4,11.6,13.1,The gavialis gangeticus crocodiles are fighting over the fish.
HBGBJEDF.mp4,35.9,38.0,The galapagos tortoise is walking.
HBGBJEDF.mp4,48.0,51.7,The saddleback galapagos tortoise is calling.
HBGBJEDF.mp4,48.0,51.7,The saddleback galapagos tortoise is sensing its environment.
HBGBJEDF.mp4,51.8,53.9,The galapagos tortoise is eating.
HBGBJEDF.mp4,8.7,10.2,The gavialis gangeticus crocodile is running.
HBKDDPIF.mp4,18.2,22.2,The walrus is walking.
HBKDDPIF.mp4,2.5,4.2,The polar bear is displaying its defensive pose.
HBKDDPIF.mp4,2.5,4.2,The walrus is attacking the hungry polar bear.
HBKDDPIF.mp4,7.7,18.1,The polar bear is walking.
HBKDDPIF.mp4,7.7,18.1,The walrus is sensing its surrounding.
HBURHKGZ.mp4,28.3,36.5,The crab is moving.
HBURHKGZ.mp4,28.3,36.5,The fish is keeping still.
HBURHKGZ.mp4,8.3,19.4,The prawn is keeping still.
HBWCKWZS.mp4,13.3,28.3,The carolina duck is swimming.
HBWCKWZS.mp4,13.3,28.3,The colourful carolina duck is swimming while it repeatedly bobs its head.
HBWCKWZS.mp4,9.2,13.3,The carolina duck is turning around.
HCEMTVCV.mp4,18.1,21.6,The frog is grooming itself.
HCEMTVCV.mp4,9.6,12.4,The frog is jumping.
