EKJDWVIQ,84
EKJNSBQT,40
EKKIMPKK,"38,104,68,90"
EKLMBBQT,"104,73,116,2,68"
EKLRBBQT,102
EKMAMJKU,76
EKMVKBBY,"69,102"
EKNQPUHU,67
EKOGXXDB,71
EKOPMPTK,"102,90,2,15,68"
EKQCDMHZ,18
EKQDVNPL,"105,40,15"
EKQSLIKV,78
EKRPIKTH,15
EKSDLMVW,"102,2,15,132,68"
EKSOYTEK,2
EKSSRHGW,102
EKTJJMME,102
EKUVYWMK,"68,78"
EKVXOKOU,102
EKWCNPTK,"2,15"
EKWFZSDK,133
EKZNANPO,"91,1,26,100"
ELAYYXGD,58
ELBQKTFT,"38,26,102,47,27"
ELEQYAFG,68
ELFCDSDT,102
ELFCUTUB,2
ELGESEQQ,133
ELGJYWUH,95
ELGTUPIF,"133,1,102"
ELHQIXDO,76
ELHWHYTZ,"104,90"
ELIHZVTI,"104,68,52"
ELJFBELW,68
ELJSQVMW,68
ELKBSMHZ,78
ELLBVKOU,"102,15"
ELLOGHGA,"2,68"
ELLXCQTX,68
ELPMUMVW,"58,104,102,2,128,10,118,68,78"
ELQLCXGD,"128,133"
ELRMZPKK,"38,102,90,84,67,68,133"
ELROVLDC,"2,68"
ELSWSKTR,"94,102"
ELTXDUPH,68
ELUHWNQN,102
ELUWFGQD,2
ELXOTSMJ,133
ELYAZPZC,68
ELYYMAMC,133
ELZJJPAB,"120,5,8"
ELZWNXTD,68
EMBACNQN,2
EMBXHSPG,"128,102"
EMCBEHGA,"102,116,2,133,68,97,78"
EMCKOVEI,"68,40,90"
EMDZAFUP,78
EMEXYNQN,"102,15"
EMEZHHGA,"102,116,26,2,133,118,51,68,97,78"
EMFSENQN,"102,15"
EMHDRRAC,"133,102"
EMHTLVTI,"2,123"
EMIVBBBY,"21,40"
EMKFCMHZ,"102,85"
EMKLATFT,"38,102,26,90,47,133,27"
EMOLTXMC,"40,80,102"
EMOUHUOY,102
EMQIMXGD,"133,102"
EMSGIAHK,68
EMSZISOM,"52,69,101"
EMTEPPKL,78
EMTYSMYV,"2,68"
EMVTQFFP,"68,133"
EMWFKDCC,102
EMWWJFUP,"2,68,112"
EMXFGBME,"40,133"
EMZDGVMS,40
ENAAGMME,76
ENATOOIM,68
ENATVDAL,68
ENDQONQN,15
ENEVFQJN,40
ENFMUMRN,"48,133"
ENFTIHDU,13
ENICBNXN,123
ENJUYDAL,"68,40,102"
ENKGAXDO,97
ENKTGNQN,"2,68,15"
ENKYIKGZ,123
ENLEURAC,133
ENLPLFFP,40
ENMDIZJZ,52
ENMYHKGZ,123
ENODKPKK,"38,104,90,84,67,68,133"
ENOEXGEG,68
ENPHSVEI,"40,133,52,90"
ENQFXLOI,"133,15"
ENRDPBQT,68
ENRHIHAQ,"105,48,40"
ENRNHREH,"48,133,102"
ENSKGDAL,"5,13"
ENSXXYSZ,"36,102,47"
ENUNXLKY,35
ENUWNEWB,"48,15"
ENVPGNQN,"2,15"
ENVROKOU,"52,102,114,128,15,67"
ENXSNFAU,"8,78,47"
ENZODHSA,"2,52"
EOAXSLZD,40
EOBTVLHH,"68,65"
EOBZJEWB,"133,102,100,90"
EOCZXFNJ,"68,133,102"
EODCJBQT,47
EODHKLVZ,68
EODJSPKK,"52,102,69,114,68,40,133,27"
EOELMFFP,68
EOENUVKA,"2,102"
EOFBMBME,"96,133,100"
EOGMJEQQ,"40,52"
EOGOTDHC,68
EOHLUCEI,"66,96"
EOHOGGJU,"1,88"
EOHUQVRM,2
EOIWKMRN,40
EOJAFZQJ,52
EOJKRFXO,"102,15"
EOKMKFNJ,16
EOKXKXEC,"81,19,102"
EOLJAXYT,"2,48,99"
EOLQDIFB,68
EOMJZVRM,102
EOMLOKEW,102
EOMOXGCS,"96,1,97"
EOMQZIQR,"102,133,39,8,120,97"
EONMAPIF,"48,100"
EONSZADM,"27,78"
EONVZNQN,15
EOODGVKA,"102,15"
EOOXTUPH,"40,7"
EOPCGPDU,40
EOQKJTHG,"2,102"
EOREOXYT,"99,74"
EOSHXXFE,52
EOSQGOIM,68
EOSQPHGA,"102,116,2,133,68,97,78"
EOSTWEUL,"68,78"
EOTUYEQQ,68
EOUFTONO,"48,102"
EOUKOVKA,2
EOUSNUPH,123
EOUTDFJY,40
EOVKLMCW,102
EOVMZZIE,"48,40"
EOVXCAOX,"121,123"
EOWKTFJG,"40,133,45"
EOZCEPTK,"68,102,15"
EPASIDFS,78
EPASYPIF,"1,8"
EPEAEZJZ,"40,133,102,15"
EPEVWHGA,"102,116,97,133,78"
EPFEQFUP,"102,112"
EPHENUDI,"104,102,2,15,68"
EPHSRHSA,"49,102"
EPHUVFPE,"68,78"
EPJJVFFP,68
EPJLMMME,"69,102"
EPJYFTLI,78
EPKFLZQJ,68
EPKKURHW,40
EPOBGCPZ,"68,133"
EPOWDOOZ,78
EPQMYSEK,38
EPRIHVEI,"49,102"
EPRMPZQJ,103
EPUCSVKA,"48,102,90,15"
EPULIEWB,"48,102,90,133,100"
EPUSZAHK,40
EPVHIVCV,68
EPWDJFUP,112
EPXIXMRN,"68,52,102"
EPYFSWMK,"102,78"
EPYRONMW,"68,102"
EPZFWRHW,"68,40"
EPZQSVEI,"104,32,90,135"
EPZUAONO,102
EQABTKRF,2
EQBZFUPH,67
EQDMHUBE,78
EQDQKHGA,133
EQEUXVEI,"2,48,68"
EQFARDGW,102
EQFTEZON,123
EQFXPPDU,102
EQGFVFYY,52
EQGNMFFP,68
EQHCUJYD,68
EQHPCUOY,28
EQIXDBQT,"59,52"
EQJFZZLK,"40,69,102,52"
EQKGGXYT,48
EQKPRHGA,"102,116,2,68,133"
EQLBWDEV,68
EQNHAGEG,73
EQNRKEQQ,68
EQNRWUJL,"68,123"
EQOAPFXO,"102,135"
EQQGTVMW,78
EQRAZXDO,"68,1,100,51"
EQRFCKOU,"102,15"
EQSEEGCS,"104,108,3,102,116,2,133,1,97,118,68,96"
EQSURAFG,68
EQVMHUDI,2
EQWGUBBY,40
EQYFTMVW,"2,68,102,15"
ERACBKWA,78
ERAYCHGA,"45,68,117,87"
ERBSPJHH,102
ERBUNGIW,"2,68"
ERCUIICC,68
ERDHMVEI,8
ERDOWVEI,38
EREGUZIE,40
EREXDHGA,78
ERFOPHSA,"2,52,49,102"
ERFVVZIE,"40,69,102,15"
ERFWBQTX,"2,68"
ERFYEEWB,"68,40,133"
ERGXGEOD,"49,15"
ERHIXSEB,15
ERHPOVKA,80
ERJBYBQT,"8,78"
ERJFZEUL,102
ERKIWMME,"48,133"
ERLIEXDO,133
ERMJFUJL,123
ERMJSPTK,"68,15"
ERMLFXGD,"133,102"
ERMMKGIW,"68,40"
ERNLHQRY,"78,65"
ERPIGKEW,101
ERRLXMVW,"132,68,102,15"
ERRSCYSZ,"58,78"
ERRYZJYD,"21,68"
ERSAYXGD,"133,123"
ERSPSMVW,"2,15"
ERSZEHAQ,"102,45,90"
ERTBYMRN,68
ERVMCKOU,"105,102,110,69,15,40,67"
ERWDZOIM,68
ERXKUAFG,68
ERYHPZJZ,"102,15"
ERZAALVZ,78
ERZHQJVY,"40,103,90"
ESAASKEW,"13,100,67"
ESAUVEOD,"52,69"
ESAWPEUL,68
ESDJONQN,15
ESDVYHAQ,"128,102"
ESESMPDI,"123,102"
ESEYPFXO,"102,15"
ESFXLFUG,15
ESGDIIFB,68
ESIQIVEI,90
ESJCMBME,40
ESJHCJDE,76
ESJIKDAL,"68,133,102"
ESKILPAB,78
ESKMRFFP,68
ESLWNIWV,"104,32,90"
ESMXMPKK,"52,102,69,114,40,133,27"
ESPBHWWK,37
ESQRRGQD,68
ESQXPYTZ,"104,102,90,68,133"
ESRBHXRE,"2,68,102"
ESRJLVEI,"104,40,123"
ESRRXHCQ,"48,103"
ESSFBVTT,40
ESSIVNQN,"102,15"
ESSNTDSN,67
ESSYOQJN,78
ESTBCUXS,102
ESTFSGCS,"104,108,3,102,116,2,133,68,97"
ESUDCMHZ,"68,102"
ESUJOEDF,133
ESUTYQJN,67
ESUVILHH,"78,28"
ESVHZREH,69
ESWGNPDI,123
ESWQQTKX,"2,40,104"
ESWQXVKA,128
ESXVCNPO,"128,133,102"
ESYJASEB,"102,15"
ESZIAPKK,"52,133,102"
ESZSXFFP,"104,121,123,28"
ETAALVKA,"2,100"
ETBGEPHK,2
ETBREJVY,"40,102"
ETBWOXGD,40
ETCJYVMW,78
ETDTDYUQ,"68,102"
ETECPNPL,"76,116"
ETFNRPIF,121
ETGKYDGW,"48,103"
ETGYSPTK,"104,68,102,15"
ETIBLDMX,"102,15"
ETKYNKOU,15
ETLTCKDQ,"52,102"
ETLUGBQT,"68,78"
ETMZFVEI,"2,48,52,102"
ETNDQPTK,"68,15"
ETNJLSBA,"49,40,133"
ETNWRPTK,"68,102,15"
ETOQPPKK,"38,104,68,133"
ETPERLSQ,"2,40"
ETPROVTI,48
ETQDSPTK,"102,15"
ETRBJPTK,"2,68,15"
ETRDYFFP,133
ETSVYTHG,45
ETUTPDFC,"84,102"
ETVCSSUS,102
ETVSRKOU,"105,102,69,15,40,133,13"
ETVYRKGZ,68
ETWGSKOU,114
ETWRRUDI,"2,68,103,104"
ETXIAHVR,"98,7,8"
EUARLMGJ,68
EUBMSRTZ,78
EUCCEVKA,"68,102,90,15"
EUCCLUIV,52
EUCCRMVW,"102,2,128,15,68"
EUEAPPTK,"102,15"
EUFCMIQR,"102,133,1,39,8,120,97"
EUFMXDSN,133
EUGNBFGA,"2,48"
EUHWNUDX,"3,106"
EUIVIVTI,"104,48,2,68,32"
EUIVNPKK,"52,102,114,133,27"
EUIVPVKA,"102,15"
EUKRNXGD,133
EUKZKPHK,102
EULUBJVY,102
EUNOFYUQ,78
EUPNSQWI,"2,68"
EUQANXRE,"38,2"
EURHILHH,"29,78"
EURHMNPO,"128,133"
EUSAOPTK,"2,68,102,15"
EUTKFVMP,"40,133"
EUVANIQR,"68,102"
EUVLENPL,"102,15"
EUYNWFKM,"68,102"
EUYQLPDI,123
EUYQWPLS,"2,40,8,90"
EUZOKADM,"27,78"
EVABPIFB,"68,40,7"
EVAMIAMC,133
EVBMPVYK,25
EVBWSJIR,52
EVBXDWWK,123
EVCESFAU,68
EVCTGWMK,"68,102"
EVDITKOU,"102,15"
EVDYTIQQ,78
EVEHIMHZ,"62,21"
EVFZOLQI,"58,2"
EVHTDSVW,"78,45"
EVJNEQTX,"40,7"
EVJVTRHW,40
EVJZEZLK,128
EVKYIYTZ,"104,123,2,68,133"
EVLSEHGA,"102,116,26,2,133,118,51,68,97,78"
EVMDGMHZ,8
EVMHCHVR,"120,7,8"
EVNYCZJZ,"48,102"
EVOBQVEI,"104,68,102,90"
EVPBQPHK,"40,133"
EVPGHZQJ,69
EVPGKDCC,"128,52"
EVPLSNQN,"2,102,15"
EVPPKNJC,47
EVPZUSQK,78
EVSCJXYT,"104,99,102,74"
EVSQLLSQ,"48,102,15"
EVTCGFGA,114
EVTFPUDI,"52,15"
EVUAEHAQ,"13,68,78,102"
EVULYUDI,"104,68,102,15"
EVUQHLKI,102
EVUWRTEK,"10,40"
EVXXPNMW,78
EWAISDGW,"68,133"
EWAZQLHH,68
EWBQMLHH,123
EWBYRPIF,"2,91,67"
EWCGFXGD,"78,102"
EWDEEPIF,121
EWDNHWUH,"48,102"
EWDQDPDI,123
EWDSMUDI,"2,68,15"
EWEGZKOU,"68,102,15"
EWEMJFXO,"52,102,135"
EWFASXGD,"68,40"
EWFMUPDU,13
EWFZXFXO,"104,48,102,135"
EWGAOYUQ,102
EWGHENQN,"102,15"
EWGOCZIE,"48,40,102,52"
EWGTULKY,102
EWHTBPLS,"2,68,133"
EWKNAZQJ,"2,68"
EWKOGHAQ,2
EWLYEPLS,"104,102,90,2,69,68,133"
EWMCVPTK,"102,2,15,68,22"
EWMTNVTI,"2,48"
EWNABVTI,"2,48"
EWNIPXGD,"40,133"
EWPQIFXO,"104,102,135"
EWQNPJBD,15
EWQSVNQN,15
EWRUDDCD,11
EWSAKFGA,"128,69,52,133"
EWTTRPLS,"102,90,2,8,40,133"
EWUQXRFO,78
EWVIIWUH,"114,102"
EWVOJDAL,"104,52,123,102,5,68,40,13"
EWVOUEOD,102
EWVRPWBO,"40,78"
EWWSNAFG,68
EWXHRPTK,"2,68,102,15"
EWXLBREH,"52,69"
EWXYUVYU,"38,108,133"
EWYIJQWI,"104,103"
EWYWNNPL,"2,13,117"
EWZNSXGD,133
EXAHAPHK,"128,133"
EXBOOVEI,"2,48"
EXCAJRAC,67
EXCPZHGA,"133,102"
EXEMKUBE,47
EXFBDQTX,2
EXGJFAMC,"58,102,87,2,8,74"
EXHOGHBS,15
EXIWUVTI,"2,68"
EXJAYEUL,"102,133,1,118,67,97"
EXKQWIWV,"48,69"
EXLNDHGA,"25,102,116,40,133"
EXMGJZYO,"68,45"
EXMKCBXG,"104,32"
EXNNWKRF,102
EXPXKXGD,2
EXQOHHGA,"102,2,133,1,118,51,97,78"
EXQPDVMW,68
EXQRIXSF,"21,52"
EXRREGCS,"104,108,3,102,2,133,118,68,97"
EXRSQXGD,"104,102,45"
EXRXCPKK,"38,104,90,68,133"
EXTKARAC,"40,78"
EXTYOZIE,"68,102,90"
EXUMRDPR,"104,133"
EXUTSSOB,68
EXWYPUPH,123
EXYCJBQT,2
EXYDPHGW,"102,116,15"
EXYSJIQR,"97,39"
EXZSLSBA,"133,102,135"
EYBJVXEC,"81,68,97,19"
EYBVRVTI,"2,48,68,104"
EYEBDXGD,"2,102,104"
EYEOZNSU,133
EYGVLTFT,"38,26,27,47"
EYHFBUPH,123
EYHPAADX,"16,99,103,102"
EYHSWIQR,"2,68,100"
EYJBVJBD,102
EYKESJVY,"40,102"
EYKQXRHB,128
EYLFFEOD,"15,90"
EYLMWATH,"128,68"
EYNFNDAL,"52,123,102,2,69,68,32,133,13"
EYNLBVIQ,"68,75"
EYNQRACP,68
EYOVSZYO,"68,45"
EYPBGEUL,68
EYQXWSUS,102
EYSMYWUH,110
EYSTATHG,"2,102"
EYSVTPDU,40
EYSYXLSQ,"68,102"
EYTOXUPH,123
EYUFPPTK,"104,102,90,2,15,68"
EYURLXGD,47
EYWEPFNJ,2
EYWPSJVY,40
EYXPBBGU,"40,69,52"
EYZVKNPL,"2,15"
EZAOTFUP,102
EZBTIMVW,"104,102,128,10,118,68,78"
EZCAYHGA,"133,78"
EZCFOPNE,78
EZCWVKEW,101
EZDARVKA,"128,2,133,102"
EZDFABQT,76
EZGBZQTX,"2,68"
EZGJOGQD,67
EZIARHIS,"78,45"
EZIFOVTI,8
EZIRGIFB,"123,67"
EZIUHGEG,133
EZJBGIQR,"102,39"
EZJTKWUH,102
EZKOALHH,123
EZLVFRLL,"120,1"
EZNHAMVW,90
EZNPRHIS,102
EZNPZDAL,"32,133,123"
EZQPPDAL,"2,68"
EZRGGVKA,"102,15"
EZRWNVEI,102
EZSPIZTV,"2,33"
EZTZTVEI,"102,90,33,40,133"
EZWGCNQN,"2,68,15"
EZYKRXTD,"2,68"
FAACYUDX,133
FAARDXDO,"118,133"
FAAYCHSA,"128,52,69,102"
FABOQUUK,"41,15"
FABQDLBD,"2,68,49"
FABRWRAH,"2,68,15"
FABZDIQR,"102,1,51,78,100"
FACDNVKA,"2,133,100"
FACYWVKA,"102,2,128,133,100"
FADDQNQN,"2,102,15"
FAEFFLHH,68
FAFGBDAL,"123,69,68,32,133,13"
FAGCIPTK,68
FAGHMPIF,1
FAHEGXSF,"21,48,67"
FAHOSAHK,40
FAINPGIW,"2,68,40,90"
FAIQOWMK,"68,78"
FAISJIQR,"8,39"
FAISQDUC,"78,65"
FAJQYVYK,46
FAKYGXRE,"2,68,102"
FAMNIVTI,"2,123,102"
FAODULHH,68
FAOTQXEC,"81,68,19"
FAPEIBME,133
FAQIHEQQ,68
FAQMLSBA,38
FAQYFXHP,"52,69,8,102"
FARAZPTK,"102,15"
FARNITHG,"2,102"
FARZSVEI,"40,102,22"
FATDJBQT,"16,76,13,67"
FATMYBQT,68
FATQITUB,"1,102,51"
FAUTZHGA,"102,2,97,133,78"
FAVBEUNV,68
FAVTZIFB,"58,68"
FAWVHKOU,"105,102,133,69,15,40,67"
FAYSZDAL,"2,68,52"
FAZNFWUH,"102,90"
FAZWLPTK,"2,68,102,15"
FBAVLFUP,112
FBAXRBXG,"104,32"
FBBJSTEK,133
FBCAAEUL,78
FBCEGNCR,"102,15"
FBCHINPL,25
FBCOFDSN,2
FBDCWPTK,"2,68,15"
FBDNTIQR,"62,102,133,1,39,8,120,97"
FBELGPLS,"104,102,90,2,68,133"
FBFREREH,69
FBGJTQCJ,68
FBHRGLKY,68
FBIBPFXO,"68,102,15"
FBIFWMHZ,"2,68,78"
FBIMVDFS,"68,102"
FBJJRNCR,102
FBJJVKOU,"105,40,133,13"
FBJWAXMC,"80,102"
FBKVUDFS,78
FBLBFPIF,102
FBLRJZQU,133
FBLWUQCN,"16,133"
FBLXYDAL,"68,133"
FBMMJFGA,"133,100"
FBNAWPKK,"38,104,90,68,133"
FBODHYES,78
FBONEDUC,"68,78"
FBPHTPKK,"38,104,90,68,133"
FBPUBLBD,2
FBQIJVKA,"102,15"
FBQKWUDX,133
FBQOPFUP,"68,102,112"
FBQUGUDI,"68,15"
FBRHRFUP,"102,112"
FBSNIEUL,68
FBSPPPHK,"40,102"
FBSQZHDU,102
FBSTTBOE,15
FBTKMAHW,52
FBTZEUHU,64
FBUHEPAB,40
FBUWDIQR,"102,97,39,8,133"
FBUZLRAC,102
FBVCPXGD,"104,102,45,68,133"
FBVFKYUQ,78
FBVHXDAL,"104,40,7"
FBVLJTFT,"38,26,102,47,27"
FBVOONQN,15
FBVYNUDX,"16,45"
FBWICVEI,"40,123"
FBWTTBBY,"14,51,47"
FBXKHPKK,"104,68"
FBYAIQXC,67
FBZDEUOO,102
FCBQLNQN,15
FCCZMPKK,"68,67"
FCDCRDMX,"102,15"
FCFQYTFT,"38,26,102,47,27"
FCFYHVEI,15
FCGUAEOD,"52,69,102"
FCGYJVMW,"2,68"
FCHATZJZ,"40,15"
FCHEHSOB,78
FCHRIPKK,"38,104"
FCHZRBSK,123
FCIRXVKA,"40,80,78"
FCJXPTFT,"38,47"
FCKGNXGD,68
FCMLGMZL,68
FCNBQVMW,68
FCPIXNQN,"2,102,15"
FCPXQXDO,"3,133,102"
FCQDGOIM,"94,68"
FCQTAXEV,68
FCQYFNXN,"109,133,102"
FCSYONBD,133
FCULJXMC,"80,102"
FCULMQFB,68
FCUSNFUP,78
FCVCORAC,"48,100"
FCVEAKGZ,"123,37"
FCVJENHV,102
FCWBTPTK,"2,68,15"
FCXQKPTK,"102,2,15,68,22"
FCZJWDMX,15
FDAETBQT,"68,102,45"
FDAUHFJG,45
FDBQPPLS,"102,90"
FDBQZXTD,68
FDCFPHXM,2
FDDEJUPH,"52,69"
FDFQTJVY,"48,40"
FDFXHFJG,"133,45"
FDGIPUPH,"102,67"
FDGXDDAL,"104,68,1"
FDHKOKTR,"68,94"
FDJPDUHU,2
FDKTPKOU,"102,110,15"
FDKTYUDI,"2,68,15"
FDLEPNXN,"69,37"
FDLVXFUP,102
FDMDGKOU,69
FDMMGXSF,"105,102,15"
FDMRPQCN,133
FDNVPUHU,40
FDODUVEI,90
FDOESWMK,78
FDOHSRAC,"133,102,67"
FDOSKHFB,"68,102,15"
FDPCJUXS,62
FDPGZGIW,2
FDREQVKA,"102,90,15"
FDSJEQFB,68
FDSODQCN,"68,102"
FDTPHLOI,15
FDTUHUDI,"104,102,2,15,68"
FDUIQXTD,68
FDUTHPZC,"40,7"
FDUVRVMW,78
FDVOPXGD,100
FDVPSRAC,67
FDVTGKTH,133
FDXBXQTX,"40,5"
FDYFGFUP,"2,68,78"
FDYRGRLL,133
FDYZVVEI,"2,48,104,90"
FDZEJVYU,"2,45,116"
FDZMIJVY,"40,69,102"
FDZSKCKR,"40,15"
FEBQYUDI,"104,68"
FECPVTEK,68
FEEUOSOB,78
FEGDVCKR,"68,102,15"
FEGKSVEI,"104,40,90"
FEJKQKGZ,"123,37"
FELIHKOU,15
FELIKPIF,123
FELMENQN,102
FENSGUPH,21
FEOEHLHH,"68,92"
FEOPDDAL,"123,5,128,67,32,13"
FEOYZDAL,"40,1"
FEQFZXGD,"2,104,102,45"
FEQUBPKK,"40,133,102"
FERKDRAM,"68,102"
FEROPFXO,"102,135"
FESGVLDC,68
FESNXWZS,"104,123"
FETNWCKR,"68,15"
FEUEDTKX,"104,102"
FEVGSACP,68
FEWLLVYU,"40,102"
FEXNKJKU,102
FEXYZDUC,78
FEYQBTHG,"68,133"
FEZQBVTI,"2,68"
FFCXIVEI,"40,133,102"
FFEBKBQT,2
FFEHVEUL,68
FFEIGKEW,36
FFERMQFB,68
FFFPWAOX,123
FFGEPEUL,68
FFGJOLOI,45
FFGYWAMC,"87,116,82,133,46"
FFHAMJVY,"48,40"
FFHIMDPR,45
FFJUSSOM,52
FFKARJVR,"102,90"
FFKNZNQN,"102,15"
FFKOTPKL,68
FFLNBPAB,"120,1"
FFMRESOB,68
FFMSILHH,78
FFPJNVMP,"52,133,102"
FFRFOUJL,123
FFRITFUP,102
FFRWUVMP,123
FFSLQEDF,123
FFSVFVMW,68
FFTRGIQR,"26,102,1,51,78,100"
FFTZNJWU,68
FFVEUFGA,102
FFXALLDC,78
FFYJXYES,78
FFYUFVEI,"2,68,40,100"
FFZOTKOU,15
FGALMWRZ,"52,133,123"
FGAQAXGD,100
FGBUCPTK,"68,102,15"
FGCIMLKI,78
FGCSGMVW,"2,15"
FGEPHPTK,"68,15"
FGETGTEK,102
FGFAJTKX,"48,40"
FGFEQRAC,102
FGHIREBY,108
FGHZRUPH,"13,67"
FGICAIQR,"102,39,8,120,97"
FGIMVTFT,"38,26,102,47,27"
FGJBJBQT,"13,40,102"
FGLVLUDI,15
FGMFGHSA,"128,52,69,102"
FGMNLEOD,"2,52"
FGMUFSBA,"2,48"
FGNVWRAC,100
FGNWQPTK,"2,68,15,22"
FGOACDGW,52
FGQLTMME,69
FGQMFFFP,11
FGQVMBGU,40
FGRREIQR,"68,133,102,1"
FGSHTVEI,"104,48,52,102,40,133"
FGSNKSOB,68
FGUHHFUP,"68,102"
FGVHIGQD,67
FGVPITFT,"38,26,27"
FGWQNYTZ,"104,68,90,135"
FGXNQRTZ,78
FGYZNGJU,"120,47"
FGZIVKDQ,"114,90"
FHAXZICC,133
FHCSMPIF,102
FHCUFPTK,15
FHDPDUXR,40
FHDXHJVY,"40,52"
FHEORGBP,2
FHEVUSEB,"102,90"
FHFOESBA,"2,100"
FHGMGVTI,"2,123,102"
FHGTIGQD,67
FHHJXBGU,"78,43"
FHHLMVMW,"68,78"
FHIJXFXO,"48,52,102,135"
FHIQKBQT,95
FHIRDDAL,"5,13"
FHJDWMVW,"102,2,128,15,68"
FHJHTKTR,68
FHJVMTEK,40
FHKNHVEI,"40,133,102,90"
FHMEPFXO,"104,102,90,15,68"
FHMVLKOU,"2,102,15"
FHMXUZQJ,"133,102,67"
FHNDHHSA,"2,68"
FHOTKRHB,15
FHQHHSEB,15
FHQJEREH,"52,67"
FHQYKPKK,"38,104,90,68,133"
FHRLWBBY,"52,78,45,102"
FHSLEMHZ,68
FHSYDZTV,"133,102"
FHTMRONO,102
FHUQHONO,"2,48,102"
FHVOTFXO,"102,135"
FHXPJLSQ,"48,40,102"
FHYGOKRF,68
FHYNFAMC,57
FHYNGEOD,69
FHYQKPTK,102
FHYTGUOO,"102,15"
FHYVMLHH,2
FIBCBSMJ,108
FIBYIEOD,"68,52,102,15"
FICOVGCS,100
FIEELBQT,40
FIGWUFXO,"2,102,15"
FIHEXBQT,40
FIHMMCKR,"102,15"
FIHQQXAG,123
FIIKEIBW,"49,15"
FIIVCTFT,"38,102,26,90,47,133,27"
FIKMFFNJ,68
FIKXFFPE,68
FIKXTVMW,68
FILHMXGD,133
FIMHCFKM,"40,47"
FIMJKBQT,68
FIMPBBXG,"104,32"
FINNHACP,138
FIOISXSF,"21,40,68"
FIPEKLKI,68
FIPGJDAL,"68,133"
FIQTDZQJ,102
FIRILUPH,123
FIRVINXN,123
FISCGKEW,"20,101"
FISUYXGD,"132,68,133"
FITPRRGE,40
FITQSQDT,102
FIUNJHVR,"120,7,8"
FIVYDGHA,15
FIXJXBME,"40,133"
FIXPOVRU,58
FIXQWKRV,"8,102"
FIYTSGHA,"128,15,67"
FJABQEBY,133
FJAQWLSQ,"48,40,102"
FJAXVMZL,102
FJCHTKRF,"102,87"
FJDFAFJG,133
FJFPUIKV,68
FJGDPELW,78
FJGLEHSA,2
FJGNJVKA,"48,102,15"
FJGRDMYV,62
FJHEWTFT,"38,102,26,90,47,133,27"
FJIPQUJL,"10,68,102,78"
FJIXRPKK,"38,104,90,68,133"
FJJOYLHH,"68,78,65"
FJLSCKDQ,15
FJLVIGCS,"3,68,97"
FJPIXPAB,"8,5,78"
FJRILPTK,68
FJSMYNPL,16
FJTTCTFT,"38,26,27"
FJULLUPH,123
FJVDPUXR,"40,78,67"
FJVDWDGW,"133,102"
FJWHPVDY,"102,15"
FJXCXLDC,68
FJXOQXGD,40
FJXVJJYD,78
FJZAHVEI,"114,90"
FJZKLXER,78
FKBKKLSQ,68
FKBRNAMC,"58,133"
FKBWDTUB,"42,40,7,28"
FKDFDPDI,102
FKEWOJBD,102
FKFGIFGA,"81,52,133"
FKFNRKBS,78
FKGDYLDC,78
FKGKCLBD,68
FKHOKPKT,123
FKHUHGQD,68
FKIHXUDI,"2,15"
FKIMILSQ,2
FKISFDCD,"11,76"
FKJGZXGD,133
FKMKPDGW,52
FKNJSNQN,15
FKRXQPKK,"68,133,90"
FKSLOHGA,2
FKSPOBQT,67
FKVCQVTT,40
FKVKHBGU,52
FKVWXDAL,"104,123,2,69,68"
FKVXCXGD,100
FKXHRADX,"16,102"
FKYSYBQT,"16,13,67"
FKYTMLHH,16
FKZLZZAA,25
FKZPGDCC,"128,102"
FKZTVFGA,52
FLBGMVYU,133
FLBJUMME,"133,102"
FLDNNSBA,102
FLDPLELW,68
FLEIEDMX,"102,15"
FLEXXIQR,"39,97,8,102"
FLEYKTFT,"38,26,27"
FLFARPZC,"40,7"
FLFBSPKK,102
FLFUNHDU,"13,102"
FLHWCVKA,103
FLJJGKRF,68
FLJTSNPO,"128,100"
FLLYALBD,2
FLMBINPL,25
FLMKNXMC,"40,102"
FLNXIDAL,"104,52,123,102,5,13"
FLNZNJVY,"48,102"
FLQDVHGA,"102,116,97,133,78"
FLRFCUFF,"114,48,47"
FLRHTMHZ,78
FLRUWHSA,"2,52,15"
FLTKAEDF,40
FLTWPJVY,"40,52"
FLUIKJBD,15
FLUJRTFT,"38,26,27,102"
FLVVFZJZ,52
FLWOSHGA,"133,102,97,78"
FLXCLBQT,"40,67"
FLXTCJIR,102
FLXZOBQT,"68,9,13"
FMAYWJVR,90
FMBCMONO,"128,102,15"
FMBISUDX,133
FMBMQZTV,52
FMCSUIFB,68
FMCTVMCW,40
FMCZVXDO,"29,42,51,8"
FMDCGHAQ,"102,90"
FMDWBLOI,15
FMEGBPIF,"68,69"
FMFAGKRV,"102,15"
FMHCVUIV,48
FMHGTAEM,40
FMIKUIQR,"1,51"
FMIXDHAQ,"2,102,15"
FMIXRZXQ,"48,102,15"
FMJJBSEB,15
FMJZSLDC,78
FMKWLVEI,"48,2,69,32,133"
FMMGGPTK,"68,15"
FMNCVMWW,68
FMOXGTHG,"65,133,12,67"
FMPABZYO,"117,45"
FMQJZBQT,"68,40"
FMQRLWUH,"2,48"
FMQVIKDQ,52
FMQWLJKU,133
FMTZTPTK,"104,68,102,15"
FMVKLPLS,"68,133,102"
FMVLWPTK,15
FMWAGHGA,102
FMWDWDQX,52
FMWHSXTD,78
